time,position,temperature
0.000000,0.180180,0.601196
0.000000,0.181181,0.620722
0.000000,0.182182,0.640818
0.000000,0.183183,0.661498
0.000000,0.184184,0.682777
0.000000,0.185185,0.704670
0.000000,0.186186,0.727193
0.000000,0.187187,0.750360
0.000000,0.188188,0.774187
0.000000,0.189189,0.798691
0.000000,0.190190,0.823888
0.000000,0.191191,0.849795
0.000000,0.192192,0.876429
0.000000,0.193193,0.903807
0.000000,0.194194,0.931946
0.000000,0.195195,0.960866
0.000000,0.196196,0.990583
0.000000,0.197197,1.021118
0.000000,0.198198,1.052488
0.000000,0.199199,1.084713
0.000000,0.200200,1.117813
0.000000,0.201201,1.151808
0.000000,0.202202,1.186717
0.000000,0.203203,1.222562
0.000000,0.204204,1.259364
0.000000,0.205205,1.297143
0.000000,0.206206,1.335922
0.000000,0.207207,1.375722
0.000000,0.208208,1.416566
0.000000,0.209209,1.458477
0.000000,0.210210,1.501477
0.000000,0.211211,1.545590
0.000000,0.212212,1.590840
0.000000,0.213213,1.637250
0.000000,0.214214,1.684846
0.000000,0.215215,1.733651
0.000000,0.216216,1.783691
0.000000,0.217217,1.834992
0.000000,0.218218,1.887580
0.000000,0.219219,1.941479
0.000000,0.220220,1.996718
0.000000,0.221221,2.053323
0.000000,0.222222,2.111321
0.000000,0.223223,2.170739
0.000000,0.224224,2.231606
0.000000,0.225225,2.293950
0.000000,0.226226,2.357800
0.000000,0.227227,2.423184
0.000000,0.228228,2.490131
0.000000,0.229229,2.558672
0.000000,0.230230,2.628836
0.000000,0.231231,2.700653
0.000000,0.232232,2.774154
0.000000,0.233233,2.849370
0.000000,0.234234,2.926333
0.000000,0.235235,3.005073
0.000000,0.236236,3.085622
0.000000,0.237237,3.168013
0.000000,0.238238,3.252278
0.000000,0.239239,3.338450
0.000000,0.240240,3.426562
0.000000,0.241241,3.516647
0.000000,0.242242,3.608739
0.000000,0.243243,3.702872
0.000000,0.244244,3.799079
0.000000,0.245245,3.897395
0.000000,0.246246,3.997855
0.000000,0.247247,4.100494
0.000000,0.248248,4.205346
0.000000,0.249249,4.312448
